name,meets_criteria,reason,group,stars,forks,open_issues,language,archived,feature_file_count,scenario_count
HarshaVardhankema/CucumberPlaywrightTypescript,,,nodejs,0,0,0,TypeScript,FALSE,3,3
Indra512/PlaywrightCucumberTypeScript,,,nodejs,0,1,0,TypeScript,FALSE,3,3
JakubRumpca/Cucumber-Store,,,nodejs,0,0,0,TypeScript,FALSE,3,3
JeanColonia/playwright-challenge,,,nodejs,0,0,0,TypeScript,FALSE,3,3
Jvaddepally1/Playwright-Cucumber-Exercise-Jyothi,,,nodejs,0,0,1,TypeScript,FALSE,3,3
SunsetFi/secrethistories-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,3,3
arifiandi/playwright-cucumber-playground,,,nodejs,0,0,0,TypeScript,FALSE,3,3
arisfatahillah/cucumber-webdriverio,,,nodejs,0,0,0,TypeScript,FALSE,3,3
david2701palacios/playwrightCucumber,,,nodejs,0,0,0,TypeScript,FALSE,3,3
divyacodeprac/Cucumber_TS,,,nodejs,0,0,0,TypeScript,FALSE,3,3
durgac2012/Playwright-Cucumber-Exercise1,,,nodejs,0,0,0,TypeScript,FALSE,3,3
ftavilla/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,3,3
goverdhan406/WDIO_CucumberTS,,,nodejs,0,0,0,TypeScript,FALSE,3,3
jeffnyman/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,3,3
joheiss/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,3,3
katekarsi/Kate-repo,,,nodejs,0,0,4,TypeScript,FALSE,3,3
maxxy4real/Playwright,,,nodejs,0,0,0,TypeScript,FALSE,3,3
pawanuk/Playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,3,3
upex-galaxy/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,3,3
vetalredrok/wdion-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,3,3
yvonnekw/contact-list-serenity-playwright,,,nodejs,0,0,1,TypeScript,FALSE,3,3
1992Prince/Cucumber-TS,,,nodejs,0,0,0,TypeScript,FALSE,2,2
Adarsh2692/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
AdnanVanni/Playwrightcucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
Arungu/Playwright_Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
Binhlex/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
DiegoFBenavides/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
Dintero/docker-cucumber,,,nodejs,0,0,4,TypeScript,FALSE,2,2
DrWalrus1/Cucumberjs-debugger,,,nodejs,0,0,0,TypeScript,FALSE,2,2
ENEMBI/playwright_cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
ForsakenWing/GenericCucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
Gisele-Mara/Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
KnowitRobertFred/pw-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
Luxe-Quality/playwright_cucumber_allure,,,nodejs,0,0,0,TypeScript,FALSE,2,2
MarappPrashanth/Cucumber-Playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
OlivierWinsemius/playcumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
Pi-fe/Cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
Plakhota/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
PradyumnaPal/PW_Cucumber_TS,,,nodejs,0,0,0,TypeScript,FALSE,2,2
ahmadmg/cucumberjs-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
akwasin/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
arbaaz100/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
batch2991/playwright_cucumber1,,,nodejs,0,0,0,TypeScript,FALSE,2,2
bekaarcoder/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
benwaar/automated-testing,,,nodejs,0,0,0,TypeScript,TRUE,2,2
brignano/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
daxone222/pwpoc,,,nodejs,0,0,0,TypeScript,FALSE,2,2
earvinnill/cucumber-playwright,,,nodejs,0,0,11,TypeScript,FALSE,2,2
ghoosiafatima/cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
glkada/Cucumber-Playwright-BrowserStack,,,nodejs,0,0,0,TypeScript,FALSE,2,2
jcarek/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
jodial92/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
juan2three/Playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
kwishna/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
learn-automated-testing/cucumberjiraintegration,,,nodejs,0,0,0,TypeScript,FALSE,2,2
lifeisbeautifful/Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
mailtoach79/cucumberpwjts,,,nodejs,0,0,0,TypeScript,FALSE,2,2
mailtogagan/cucumber-playwright-example,,,nodejs,0,0,10,TypeScript,FALSE,2,2
mandh-jayessh/jrmpw03,,,nodejs,0,0,0,TypeScript,FALSE,2,2
manueltarouca/cucumber-playground,,,nodejs,0,0,0,TypeScript,FALSE,2,2
mcanererdem/Web-Driver-University-Otomations,,,nodejs,0,0,0,TypeScript,FALSE,2,2
mdtaque/cucumber-playwright,,,nodejs,0,0,10,TypeScript,FALSE,2,2
mhmoudalaskalany/CucumberAutomationTesting,,,nodejs,0,0,0,TypeScript,FALSE,2,2
mrwaks/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
phileti/ec-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
poorprogrammer/pw-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
prachistudocu/cucumber-playwrite,,,nodejs,0,0,0,TypeScript,FALSE,2,2
punyam/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
rama-kaushu2526/Playwright-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
razvanccr/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
rkidd123/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
rlhardrock/Playwright-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,2,2
sandipchitale/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
sandipchopkar95/Typescript_Playwright_BDD_CucumberRunner,,,nodejs,0,0,0,TypeScript,FALSE,2,2
santoshbachar/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
seenav001/cucumberPlaywright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
steerpike100/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
steven-the-qa/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
tullahnazari/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
vinaykumarvvs/sample-playwright-cucumber-framework,,,nodejs,0,0,0,TypeScript,FALSE,2,2
xjc90s/cucumber-playwright,,,nodejs,0,0,28,TypeScript,FALSE,2,2
yaffol/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,2,2
AbrahamPractice/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
AlexRiaboshapka/playwright-ts-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
AlgorBerunDev/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
AndreyMelnichenko/cy-ts-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
AndriiFrolov/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Arevka22/Cucumber_1,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Cristi-Fogel/playwright_cucumber1,,,nodejs,0,0,0,TypeScript,FALSE,1,1
DavidTrejos/CucumberLoginTest,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Dimitar-Stojanovski/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Divyadharshini17/Playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Hemant-Jharbade/Playwright_Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
KajetanJedrych/Playwright-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
KarimBlg/playwright_cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
LeenaPrem/cucumber-assignment,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Mani-QA/Playwright-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
MarkoKerma/PlaywrightCucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
NaveenChittimodu/Plawright_cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
NgocVo3112/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Night-G/cucumberTypeScript,,,nodejs,0,0,0,TypeScript,FALSE,1,1
ParthibanRajasekaran/playwright-cucumber,,,nodejs,0,1,1,TypeScript,FALSE,1,1
Pratik-2/AutomationPractice,,,nodejs,0,0,0,TypeScript,FALSE,1,1
QuangTo/cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Radhika2418/cucumber-js,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Rezrazi/foo-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
SampathkvAutomation/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Santhis/playwrightCucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
SantiagoPadilla/SeleniumTypeScript,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Shaiyz/Playwright-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
SiloEscaper/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Software-Engineering-Assistantship/frontend-nextjs-ess,,,nodejs,0,8,0,TypeScript,FALSE,1,1
SumitMandloi123/CucumberFramework,,,nodejs,0,0,0,TypeScript,FALSE,1,1
TC117/Cypess-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
TugayUzumcu/PlaywrightCucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
Ulrikop/cucumber-7,,,nodejs,0,0,0,TypeScript,FALSE,1,1
abelmmt/cucumberCalculator,,,nodejs,0,0,0,TypeScript,FALSE,1,1
abhilashkot/playwright_cucumber-BDD-_typescript,,,nodejs,0,0,0,TypeScript,FALSE,1,1
adityapradanaa/playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
agonzales411/ariel-lab-5-mod-3-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
alejandrobettini6/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
ankita21gaikwad/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
ariellsantos/cucumber_post,,,nodejs,0,0,0,TypeScript,FALSE,1,1
arjungangadharan007/CucumberBDD-Allure,,,nodejs,0,0,0,TypeScript,FALSE,1,1
arslanyasin330/Playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
av1v3k/learn-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
belfaqir/wdio-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
bykgz/Playwright_Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
chen-196-hub/e2e-scenario,,,nodejs,0,0,0,TypeScript,FALSE,1,1
chonglee30/Playwright-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
cncoding101/test-automation-with-ppcc,,,nodejs,0,0,0,TypeScript,FALSE,1,1
codesworld/PlaywrightBDD,,,nodejs,0,0,0,TypeScript,FALSE,1,1
contactkkiran/playwrightCucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
dayvid-d1/play-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
dco5scp/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
deekshith246/cucumber-Framework,,,nodejs,0,0,0,TypeScript,FALSE,1,1
edmundackah/puppeteer-bdd-poc,,,nodejs,0,0,0,TypeScript,FALSE,1,1
edzzh/Playwright-CucumberJS-TypeScript-E2E-Framework,,,nodejs,0,0,0,TypeScript,FALSE,1,1
elliot710/af-testing,,,nodejs,0,0,0,TypeScript,FALSE,1,1
emIsmaeel/Playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
emZubair/Playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
erhanilgar/CucumberPlaywright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
fedealdosivi/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
gurudattgd04/cucumber-setup,,,nodejs,0,0,0,TypeScript,FALSE,1,1
hickVieira/serverest-front-tests,,,nodejs,0,0,0,TypeScript,FALSE,1,1
isabelleAtHashgraph/cucumber-tokens,,,nodejs,0,0,0,TypeScript,FALSE,1,1
ishansaini/playwright-dummy,,,nodejs,0,0,0,TypeScript,FALSE,1,1
iso13/cucumber-appium,,,nodejs,0,0,0,TypeScript,FALSE,1,1
ivars-p/cucumber-puppeteer,,,nodejs,0,0,0,TypeScript,FALSE,1,1
janwerremeyer/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
janyangyuan/playground-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
jrobertoq/Wdio-cucumber-e2e-test,,,nodejs,0,0,0,TypeScript,FALSE,1,1
karthikautomationtester/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
karus-web/cucumber1-dt-main,,,nodejs,0,0,0,TypeScript,FALSE,1,1
kavyashree-harsha/PlaywrightCucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
kjetilk-kontali/cucumber-playwright,,,nodejs,0,1,0,TypeScript,FALSE,1,1
masadaark/ts-cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
maxwell4real/raphaFramework,,,nodejs,0,0,0,TypeScript,FALSE,1,1
mfamese/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
mingderwang/cucumber7-ts-starter,,,nodejs,0,0,0,TypeScript,FALSE,1,1
monogkai/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
mpuertao/playwright-cucumber,,,nodejs,0,0,10,TypeScript,FALSE,1,1
mustafaskyer/cucumber_playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
myUltraCrew/cucumber-counter,,,nodejs,0,0,2,TypeScript,FALSE,1,1
nat-github/Playwright-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
navanathjagtap/CucumberPlaywright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
neoworx/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
nicolas-sicard-adeo/cucumber-example,,,nodejs,0,0,0,TypeScript,FALSE,1,1
odjhey/example-setup-cucumber-with-ts,,,nodejs,0,0,0,TypeScript,FALSE,1,1
okamahardika/playwrigth-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
paragrghoshal/PLAYWRIGHT_CUCUMBER,,,nodejs,0,0,0,TypeScript,FALSE,1,1
peachannoy/cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
penzarmerchant/cucumber-Playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
prasadhraghu47/playwrightFramework,,,nodejs,0,0,0,TypeScript,FALSE,1,1
priyagund/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
qase-tms/qase-cucumberjs,,,nodejs,0,0,0,TypeScript,TRUE,1,1
rafo18/Playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
ranjani-tech/playwright-cucumber-api-test,,,nodejs,0,0,0,TypeScript,FALSE,1,1
ravichandra/playwright_cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
regi-gouale/cucumber-playwright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
reizero00/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
renapyron/warrens-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
rudyaditya/cucumberAllureSample,,,nodejs,0,0,0,TypeScript,FALSE,1,1
satchid/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
sb-y-nakashima/typescript-cucumber-bdd-demo,,,nodejs,0,0,0,TypeScript,FALSE,1,1
sd576/Playwright_Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
shahbaz844/Playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
shettysudhird/scrambler-ui-test,,,nodejs,0,0,0,TypeScript,FALSE,1,1
shijithkannoth/Playwright_Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
shivakiran1990/selenium-cucumber-typescript,,,nodejs,0,0,0,TypeScript,FALSE,1,1
silicona/api-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
snlopezlopez/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
soni26pro/Playwright-CucumberJS-Automation,,,nodejs,0,0,0,TypeScript,FALSE,1,1
sridharbandi/cucumber-dt,,,nodejs,0,1,0,TypeScript,FALSE,1,1
sridharbandi/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
srinivasguda4444-wq/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
tdbaoquyen/SGW_Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
terletski/okNotesPW,,,nodejs,0,0,0,TypeScript,FALSE,1,1
tuananhkl/FirstAutomationTest,,,nodejs,0,0,0,TypeScript,FALSE,1,1
uaka/TestTaskForVention,,,nodejs,0,0,0,TypeScript,FALSE,1,1
uo9qsuf/cucumber-test,,,nodejs,0,0,0,TypeScript,FALSE,1,1
vaidasian/playwright-cucumberjs,,,nodejs,0,0,0,TypeScript,FALSE,1,1
vana84/CucumberWebPlaywright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
victorvijay1210/Playwright_Cucumber_TS,,,nodejs,0,0,0,TypeScript,FALSE,1,1
vikuliyana/Playwright-Cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
vincemtnz/miniature-waffle,,,nodejs,0,0,0,TypeScript,FALSE,1,1
wavcita/cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
wittman26/cucumbertsbasics,,,nodejs,0,0,0,TypeScript,FALSE,1,1
xjc90s/cucumber7-ts-starter,,,nodejs,0,0,0,TypeScript,FALSE,1,1
yikerz/CucumberTestWithPlaywright,,,nodejs,0,0,0,TypeScript,FALSE,1,1
zhmajewska/playwright-cucumber,,,nodejs,0,0,0,TypeScript,FALSE,1,1
sanketparopate/cucumber-jvm-parallel-features-plugin,,,java,0,0,0,Java,FALSE,92,92
jadvani/cucumber-java-gradle,,,java,0,0,0,Java,FALSE,8,8
HemantPatilQA/CucumberTestNGParallel,,,java,0,0,0,Java,FALSE,2,2
safegade/toBeDeleted2,,,java,0,0,0,Java,FALSE,2,2
Marva27/CucumberTestNGFramework,,,java,0,0,0,Java,FALSE,1,1
TestMonkeys/cucumber2-runner,,,java,0,0,0,Java,FALSE,1,1
dabogee/com.dabogee.io.cucumber.rerun-poc,,,java,0,0,0,Java,FALSE,1,1
sampath04141/BDDSampleProject,,,java,0,0,1,Java,FALSE,1,1
gdautoqa/playwright-ui-bdd-cucumber,,,nodejs,-1,,,,,18,18
dionisggr/saucedemo,,,nodejs,-1,,,,,5,5
s-santhoshkumar-sabarinathan/Automation,,,nodejs,-1,,,,,4,4
x-eight/BDD-cucumber,,,nodejs,-1,,,,,3,3
eroshenkoam/allure-cucumberjs,,,nodejs,-1,,,,,2,2
ovcharski/cucumber-playwright,,,nodejs,-1,,,,,2,2
tranvannhatnam97/PlaywrightCucumber,,,nodejs,-1,,,,,2,2
RohithReacts/cucumber,,,nodejs,-1,,,,,1,1
harigithub1/PlaywrightCucumber,,,nodejs,-1,,,,,1,1
iamkrishnagawade/playwright-cucumber-ts-e2e-boilerplate,,,nodejs,-1,,,,,1,1
savula52/cucumberpractice,,,nodejs,-1,,,,,1,1
imademethink/imademethink_cucumber_reporting_masterthought,,,java,-1,,,,,6,6
RaymondMouthaan/allure-cucumber,,,java,-1,,,,,3,3
MuhtarMahmut/Cucumber_FrameWork01,,,java,-1,,,,,2,2
cheetirala/bankingapptests,,,java,-1,,,,,2,2
AdrienZianne/calculator-cucumber-2025,,,java,-1,,,,,1,1
dimazelinskyi/jacoco-coverage-cucumber-unit-tests,,,java,-1,,,,,1,1
filland/social-network-java-spring-wiremock-cucumber-e2e-test,,,java,-1,,,,,1,1
tvarchive/AppiumCucumberDemo,,,java,-1,,,,,1,1
